Masse - Plot 0	Strom - Plot 0	
12.563	0.044	
12.621	0.044	
12.731	0.706	
12.815	4.118	
12.841	13.03	
12.925	10.484	
12.958	2.845	
13.036	1.317	
13.095	0.095	
13.154	0.044	
13.266	0.044	
13.319	0.044	
13.491	0.044	
13.551	0.044	
13.604	0.044	
13.665	0.044	
13.725	0.044	
13.779	0.145	
13.866	0.196	
13.893	0.196	
13.981	0.145	
14.015	0.044	
14.246	0.044	
14.335	0.044	
14.604	0.044	
14.687	0.044	
14.722	0.044	
14.812	0.095	
14.868	0.145	
14.959	0.044	
14.987	0.044	
15.078	0.044	
15.113	0.044	
15.205	0.044	
15.262	0.044	
15.354	0.044	
15.382	0.044	
15.475	0.044	
15.503	0.044	
15.596	0.044	
15.632	0.044	
15.725	0.451	
15.782	2.183	
15.876	2.794	
15.905	2.233	
15.999	2.081	
16.035	0.298	
16.122	0.095	
16.159	0.044	
16.253	0.044	
16.283	0.044	
16.378	0.044	
16.407	0.044	
16.503	0.044	
16.532	0.044	
16.628	0.044	
16.665	0.247	
16.754	0.757	
16.820	1.419	
16.887	1.368	
16.984	1.368	
17.044	0.349	
17.141	0.044	
17.209	0.044	
17.299	0.044	
17.495	0.044	
17.594	0.044	
17.624	0.044	
17.723	0.044	
17.761	0.095	
17.861	0.095	
17.922	0.095	
18.022	0.044	
18.053	0.044	
18.153	0.044	
18.191	0.044	
18.354	0.044	
18.424	0.044	
18.486	0.044	
18.556	0.044	
18.619	0.044	
18.689	0.044	
18.760	0.044	
18.822	0.044	
18.925	0.044	
18.996	0.044	
19.059	0.044	
19.233	0.044	
19.297	0.044	
19.400	0.044	
19.440	0.044	
19.536	0.044	
19.608	0.044	
19.680	0.095	
19.785	0.044	
19.849	0.044	
19.954	0.044	
19.987	0.044	
20.092	0.044	
20.133	0.044	
20.230	0.044	
20.271	0.044	
20.377	0.044	
20.410	0.044	
20.516	0.044	
20.549	0.044	
20.656	0.044	
20.689	0.044	
20.796	0.044	
20.829	0.044	
20.937	0.044	
20.978	0.044	
21.086	0.044	
21.875	0.044	
21.985	0.145	
22.019	0.145	
22.130	0.145	
22.164	0.145	
22.275	0.044	
22.318	0.044	
22.463	0.044	
22.609	0.044	
22.721	0.095	
22.756	0.145	
22.868	0.145	
22.903	0.196	
23.016	0.044	
23.059	0.095	
23.173	0.095	
23.207	0.095	
23.321	0.044	
23.356	0.044	
23.470	0.095	
23.505	4.78	
23.619	16.493	
23.654	95.124	
23.964	34.368	
24.079	14.863	
24.150	0.247	
24.230	0.044	
24.302	0.044	
24.382	0.044	
24.463	0.095	
24.534	0.706	
24.615	2.692	
24.687	7.122	
24.768	13.285	
24.849	15.016	
24.921	7.632	
25.003	2.946	
25.075	1.164	
25.157	0.044	
25.394	0.044	
25.467	5.034	
25.549	79.795	
26.027	94.156	
26.101	32.739	
26.185	0.808	
26.259	0.044	
26.342	0.044	
26.426	0.044	
26.500	0.706	
26.622	1.928	
26.659	5.697	
26.781	7.428	
26.828	6.053	
26.940	3.812	
27.025	1.622	
27.110	0.706	
27.185	0.044	
27.270	0.044	
27.346	0.095	
27.431	0.095	
27.517	0.095	
27.593	0.095	
27.678	0.196	
27.755	0.247	
27.841	0.247	
27.927	0.298	
28.003	0.4	
28.090	0.451	
28.166	0.502	
28.253	0.298	
28.340	0.145	
28.417	0.095	
28.504	0.095	
28.581	0.095	
28.668	0.095	
28.756	0.044	
28.833	0.044	
28.960	0.095	
28.999	0.044	
29.126	0.044	
29.175	0.095	
29.292	0.095	
29.380	0.095	
29.469	0.044	
29.548	0.044	
29.636	0.095	
29.715	0.095	
29.804	0.095	
29.893	0.044	
29.972	0.044	
30.062	0.095	
30.141	0.044	
30.231	0.044	
30.320	0.044	
30.400	0.044	
30.570	0.044	
30.660	0.044	
30.751	0.095	
30.831	0.044	
30.921	0.095	
31.002	0.044	
31.093	0.044	
31.184	0.196	
31.265	0.145	
31.529	0.095	
31.620	0.298	
31.702	0.502	
31.793	0.604	
31.875	0.553	
31.967	0.451	
32.049	0.298	
32.142	0.196	
32.234	0.095	
32.316	0.044	
32.409	0.044	
32.491	0.044	
32.678	0.044	
32.760	0.044	
33.030	0.044	
33.124	0.044	
33.208	0.044	
33.385	0.044	
33.574	0.044	
33.658	0.044	
33.752	0.145	
33.837	0.044	
33.931	0.095	
34.026	0.095	
34.111	0.095	
34.206	0.044	
34.291	0.044	
34.482	0.145	
34.567	0.196	
34.663	0.349	
34.748	0.4	
34.845	0.196	
34.941	0.145	
35.027	0.145	
35.123	0.095	
35.209	0.044	
35.403	0.4	
35.489	1.724	
35.586	4.525	
35.672	11.4	
35.770	17.868	
35.867	16.493	
35.954	6.97	
36.052	1.622	
36.139	0.604	
36.237	0.196	
36.324	0.095	
36.423	0.095	
36.521	0.247	
36.609	0.553	
36.707	0.858	
36.795	1.062	
36.894	0.808	
36.993	0.4	
37.081	0.196	
37.181	0.145	
37.368	0.4	
37.468	1.113	
37.557	2.335	
37.657	4.22	
37.746	5.798	
37.846	4.831	
37.946	2.437	
38.036	0.909	
38.136	0.604	
38.226	0.298	
38.326	0.044	
38.427	0.095	
38.517	0.247	
38.618	0.349	
38.709	0.451	
38.810	0.451	
38.912	0.349	
39.002	0.247	
39.104	0.247	
39.194	0.247	
39.297	0.095	
39.399	0.196	
39.490	0.349	
39.592	0.655	
39.683	0.909	
39.786	0.909	
39.889	0.706	
39.981	0.451	
40.084	0.4	
40.175	0.247	
40.279	0.196	
40.382	0.095	
40.474	0.145	
40.578	0.095	
40.670	0.044	
40.774	0.095	
40.867	0.095	
40.971	0.095	
41.076	0.095	
41.168	0.095	
41.273	0.044	
41.366	0.095	
41.471	0.145	
41.576	0.298	
41.670	0.349	
41.775	0.4	
41.869	0.349	
41.974	0.298	
42.080	0.349	
42.174	0.298	
42.280	0.145	
42.374	0.044	
42.480	0.145	
42.586	0.145	
42.681	0.145	
42.787	0.247	
42.882	0.145	
42.989	0.145	
43.096	0.196	
43.191	0.145	
43.298	0.095	
43.394	0.095	
43.501	0.095	
43.609	0.095	
43.704	0.044	
43.812	0.044	
43.908	0.044	
44.016	0.095	
44.124	0.095	
44.221	0.044	
44.329	0.044	
44.425	0.044	
44.534	0.044	
44.643	0.044	
44.740	0.095	
44.849	0.095	
44.946	0.095	
45.055	0.044	
45.165	0.044	
45.262	0.196	
45.372	0.044	
45.469	0.044	
45.579	0.044	
45.787	0.044	
45.996	0.145	
46.205	0.044	
46.316	0.044	
46.526	0.095	
46.736	0.044	
46.959	0.044	
47.170	0.044	
47.270	0.298	
47.382	1.113	
47.494	3.201	
47.594	8.192	
47.706	13.641	
47.806	14.66	
47.919	11.044	
48.032	5.391	
48.132	1.724	
48.246	0.858	
48.346	0.4	
48.460	0.4	
48.573	0.808	
48.674	1.47	
48.788	1.775	
48.889	1.419	
49.003	0.858	
49.117	0.349	
49.219	0.553	
49.333	1.062	
49.435	1.571	
49.550	2.896	
49.664	5.034	
49.767	6.46	
49.882	5.697	
49.984	3.405	
50.099	1.266	
50.215	0.553	
50.317	0.298	
50.433	0.196	
50.536	0.145	
50.652	0.196	
50.755	0.349	
50.871	0.298	
50.988	0.247	
51.091	0.095	
51.208	0.145	
51.311	0.044	
51.428	0.044	
51.545	0.095	
51.649	0.095	
51.766	0.095	
51.988	0.095	
52.106	0.044	
52.210	0.145	
52.328	0.044	
52.433	0.044	
52.551	0.044	
52.669	0.044	
52.774	0.044	
52.893	0.044	
52.998	0.044	
53.117	0.044	
53.236	0.044	
53.341	0.044	
53.460	0.044	
53.566	0.095	
53.686	0.044	
53.805	0.095	
53.912	0.095	
54.031	0.095	
54.138	0.095	
54.258	0.095	
54.378	0.145	
54.485	0.095	
54.605	0.095	
54.712	0.095	
54.833	0.095	
54.954	0.044	
55.061	0.044	
55.182	0.044	
55.290	0.095	
55.411	0.095	
55.532	0.145	
55.640	0.298	
55.762	0.298	
55.870	0.247	
55.992	0.095	
56.114	0.095	
56.223	0.095	
56.345	0.095	
56.454	0.095	
56.576	0.145	
56.685	0.095	
56.808	0.095	
56.931	0.044	
57.040	0.095	
57.163	0.095	
57.273	0.044	
57.396	0.095	
57.520	0.095	
57.630	0.145	
57.753	0.145	
57.864	0.095	
57.988	0.095	
58.112	0.044	
58.222	0.044	
58.347	0.044	
58.457	0.044	
58.582	0.044	
58.707	0.095	
58.818	0.095	
58.943	0.095	
59.054	0.095	
59.180	0.095	
59.305	0.145	
59.417	0.298	
59.542	0.553	
59.654	0.96	
59.780	1.266	
59.906	1.266	
60.018	0.96	
60.145	0.4	
60.257	0.145	
60.384	0.145	
60.510	0.196	
60.623	0.196	
60.750	0.349	
60.863	0.298	
60.990	0.196	
61.117	0.145	
61.231	0.044	
61.358	0.044	
61.472	0.044	
61.600	0.044	
61.728	0.095	
61.841	0.196	
61.970	0.095	
62.084	0.909	
62.212	3.863	
62.327	9.873	
62.455	15.118	
62.584	20.924	
62.699	24.845	
62.828	25.711	
62.943	22.757	
63.072	18.785	
63.202	15.016	
63.317	10.789	
63.447	6.409	
63.562	2.437	
63.692	0.909	
63.822	0.553	
63.938	0.4	
64.068	0.451	
64.184	1.826	
64.315	4.067	
64.446	6.715	
64.562	9.261	
64.693	10.891	
64.810	11.451	
64.941	10.484	
65.072	8.65	
65.189	6.868	
65.321	5.34	
65.438	3.252	
65.570	1.521	
65.702	0.4	
65.819	0.196	
65.952	0.095	
67.341	0.095	
67.475	0.247	
67.609	0.451	
67.728	0.502	
67.862	0.451	
67.982	0.349	
68.116	0.095	
68.625	0.044	
68.760	0.044	
68.880	0.095	
69.016	0.095	
69.151	0.095	
69.272	0.044	
69.407	0.095	
69.528	0.095	
69.664	0.095	
69.800	0.044	
70.711	0.095	
70.832	0.196	
70.970	0.095	
71.107	0.145	
71.229	0.196	
71.367	0.4	
71.489	0.808	
71.627	1.419	
71.765	1.979	
71.888	2.183	
72.026	1.775	
72.149	1.164	
72.288	0.604	
72.426	0.349	
72.550	0.298	
72.688	0.349	
72.812	0.4	
72.951	0.349	
73.090	0.298	
73.214	0.247	
73.354	0.247	
73.478	0.247	
73.618	0.349	
73.758	0.502	
73.882	0.553	
74.022	0.553	
74.147	0.451	
74.287	0.4	
74.412	0.451	
74.553	0.502	
74.694	0.553	
74.819	0.604	
74.960	0.604	
75.085	0.553	
75.227	0.553	
75.368	0.502	
75.494	0.451	
75.635	0.349	
75.761	0.196	
75.903	0.145	
75.966	0.145	
76.172	0.145	
76.251	0.196	
76.377	0.247	
76.520	0.247	
76.647	0.298	
76.789	0.298	
76.932	0.349	
77.059	0.298	
77.202	0.298	
77.330	0.349	
77.473	0.298	
77.617	0.247	
77.744	0.196	
77.888	0.145	
78.016	0.145	
78.160	0.095	
78.288	0.145	
78.432	0.095	
78.577	0.145	
78.705	0.145	
78.850	0.145	
78.979	0.145	
79.123	0.145	
79.268	0.196	
79.398	0.349	
79.543	0.553	
79.672	0.757	
79.818	0.757	
79.963	0.553	
80.093	0.349	
80.239	0.247	
80.369	0.145	
80.450	0.247	
80.580	0.145	
80.726	0.095	
80.873	0.145	
81.003	0.196	
81.150	0.196	
81.280	0.247	
81.427	0.247	
81.558	0.349	
81.705	0.349	
81.771	0.451	
81.918	0.451	
81.984	0.349	
82.131	0.247	
82.197	0.145	
82.345	0.145	
82.410	0.044	
82.624	0.095	
82.690	0.095	
82.838	0.095	
82.970	0.095	
83.119	0.044	
83.267	0.095	
83.400	0.095	
83.549	0.145	
83.681	0.196	
83.830	0.349	
83.896	0.349	
84.112	0.349	
84.195	0.247	
84.395	0.145	
84.478	0.095	
84.611	0.044	
84.761	0.044	
84.895	0.044	
85.045	0.044	
85.112	0.044	
85.262	0.044	
85.329	0.044	
85.479	0.044	
85.546	0.044	
85.697	0.044	
85.831	0.044	
85.982	0.095	
86.134	0.298	
86.268	0.604	
86.420	0.96	
86.487	1.368	
86.638	1.571	
86.706	1.928	
86.925	2.03	
86.993	1.979	
87.212	1.877	
87.280	1.571	
87.500	1.419	
87.585	1.062	
87.721	0.757	
87.873	0.502	
88.009	0.502	
88.162	0.757	
88.298	1.215	
88.451	1.571	
88.605	1.979	
88.741	2.386	
88.895	2.59	
89.031	2.641	
89.185	2.488	
89.339	2.183	
89.476	1.877	
89.630	1.622	
89.699	1.266	
89.853	0.858	
89.922	0.553	
90.076	0.502	
90.145	0.553	
90.300	0.553	
90.369	0.655	
90.507	0.706	
90.593	0.757	
90.731	0.808	
90.886	0.858	
90.955	0.858	
91.111	0.858	
91.180	0.757	
91.335	0.706	
91.405	0.604	
91.560	0.604	
91.630	0.451	
91.855	0.502	
91.925	0.196	
92.081	0.196	
92.150	0.044	
92.307	0.095	
92.446	0.095	
92.603	0.044	
92.673	0.044	
92.899	0.044	
92.969	0.044	
93.126	0.044	
93.196	0.044	
93.424	0.044	
93.494	0.044	
93.651	0.044	
93.722	0.095	
93.950	0.044	
94.020	0.044	
94.178	0.044	
94.248	0.044	
94.406	0.044	
94.477	0.044	
94.635	0.044	
94.706	0.044	
94.864	0.095	
94.935	0.095	
95.094	0.095	
95.164	0.095	
95.306	0.095	
95.394	0.145	
95.536	0.196	
95.624	0.298	
95.766	0.4	
95.926	0.451	
95.996	0.451	
96.156	0.4	
96.227	0.298	
96.387	0.247	
96.458	0.145	
96.618	0.095	
96.761	0.145	
96.921	0.145	
96.993	0.145	
97.224	0.145	
97.296	0.095	
97.528	0.095	
97.600	0.095	
97.761	0.095	
97.922	0.145	
98.065	0.145	
98.227	0.145	
98.299	0.095	
98.532	0.145	
98.604	0.145	
98.766	0.095	
98.838	0.145	
99.000	0.095	
99.072	0.044	
99.234	0.044	
99.307	0.044	
99.469	0.044	
99.541	0.044	
99.686	0.044	
99.776	0.044	
99.921	0.044	
100.012	0.044	
100.156	0.044	
100.247	0.044	
100.392	0.044	
100.465	0.044	
100.628	0.095	
100.701	0.095	
100.864	0.145	
100.937	0.095	
101.101	0.145	
101.174	0.145	
101.338	0.095	
101.411	0.145	
101.575	0.145	
101.648	0.145	
101.812	0.095	
101.885	0.145	
102.032	0.145	
102.123	0.145	
102.270	0.145	
102.361	0.095	
102.508	0.145	
102.581	0.095	
102.746	0.044	
102.820	0.095	
102.985	0.095	
103.058	0.044	
103.224	0.145	
103.298	0.095	
103.463	0.095	
103.537	0.095	
103.703	0.095	
103.777	0.095	
103.943	0.145	
104.017	0.145	
104.164	0.095	
104.257	0.095	
104.405	0.145	
104.497	0.095	
104.645	0.095	
104.738	0.095	
104.886	0.095	
104.961	0.044	
105.128	0.095	
105.202	0.044	
105.369	0.196	
105.443	0.196	
105.611	0.145	
105.685	0.095	
105.853	0.095	
105.927	0.044	
106.095	0.044	
106.562	0.044	
106.655	0.095	
106.805	0.095	
106.899	0.095	
107.049	0.095	
107.123	0.095	
107.292	0.095	
107.367	0.145	
107.536	0.145	
107.611	0.196	
107.780	0.145	
107.856	0.196	
108.025	0.196	
108.100	0.196	
108.270	0.145	
108.345	0.145	
108.515	0.095	
108.590	0.145	
108.741	0.095	
108.836	0.095	
108.987	0.095	
109.081	0.044	
109.233	0.044	
109.327	0.044	
109.555	0.044	
109.801	0.044	
109.972	0.044	
110.048	0.044	
110.295	0.044	
110.466	0.044	
110.542	0.044	
110.714	0.044	
110.790	0.095	
110.943	0.095	
111.038	0.095	
111.191	0.145	
111.286	0.095	
111.439	0.095	
111.535	0.095	
111.688	0.095	
111.764	0.044	
111.937	0.044	
112.013	0.044	
112.262	0.044	
112.435	0.044	
112.512	0.044	
112.685	0.044	
112.762	0.044	
112.935	0.044	
113.012	0.095	
113.185	0.095	
113.262	0.044	
113.417	0.095	
113.513	0.044	
113.667	0.044	
113.764	0.095	
113.918	0.145	
114.015	0.145	
114.170	0.196	
114.247	0.196	
114.421	0.196	
114.499	0.247	
114.673	0.196	
114.751	0.247	
114.926	0.247	
115.003	0.247	
115.178	0.247	
115.256	0.196	
115.431	0.196	
115.509	0.145	
115.664	0.145	
115.762	0.196	
115.918	0.247	
116.015	0.247	
116.171	0.247	
116.269	0.247	
116.425	0.247	
116.503	0.247	
116.679	0.196	
116.758	0.145	
116.934	0.145	
117.012	0.145	
117.188	0.196	
117.267	0.145	
117.443	0.145	
117.522	0.145	
117.699	0.145	
117.777	0.145	
117.954	0.145	
118.033	0.145	
118.190	0.145	
118.289	0.145	
118.446	0.145	
118.545	0.095	
118.703	0.095	
118.782	0.044	
118.959	0.044	
119.038	0.044	
119.216	0.044	
119.295	0.044	
119.473	0.044	
119.552	0.044	
119.731	0.095	
119.810	0.044	
119.988	0.095	
120.068	0.095	
120.246	0.095	
120.326	0.145	
120.485	0.095	
120.584	0.095	
120.743	0.095	
120.843	0.095	
121.002	0.095	
121.102	0.095	
121.261	0.044	
121.341	0.095	
121.520	0.044	
121.600	0.044	
121.780	0.095	
121.860	0.044	
122.040	0.044	
122.120	0.044	
122.300	0.044	
122.380	0.044	
122.561	0.044	
122.641	0.044	
122.801	0.044	
123.062	0.044	
123.163	0.044	
123.324	0.044	
123.424	0.044	
123.585	0.044	
123.666	0.044	
123.847	0.044	
123.928	0.044	
124.109	0.044	
124.190	0.044	
124.371	0.044	
124.452	0.044	
124.634	0.044	
124.715	0.095	
124.897	0.044	
124.978	0.095	
125.160	0.145	
125.241	0.196	
125.403	0.247	
125.505	0.4	
125.667	0.451	
125.769	0.604	
125.931	0.604	
126.033	0.604	
126.195	0.604	
126.277	0.655	
126.460	0.655	
126.541	0.604	
126.725	0.604	
126.806	0.604	
126.990	0.604	
127.072	0.604	
127.255	0.553	
127.337	0.604	
127.521	0.604	
127.603	0.706	
127.767	0.706	
127.869	0.706	
128.033	0.604	
128.135	0.655	
128.299	0.706	
128.402	0.706	
128.566	0.655	
128.648	0.553	
128.833	0.451	
128.915	0.451	
129.100	0.349	
129.183	0.349	
129.368	0.4	
129.450	0.4	
129.636	0.4	
129.718	0.4	
129.904	0.451	
129.987	0.451	
130.172	0.247	
130.255	0.247	
130.420	0.247	
130.524	0.196	
130.689	0.196	
130.793	0.196	
130.959	0.145	
131.042	0.145	
131.228	0.145	
131.311	0.145	
131.498	0.145	
131.581	0.145	
131.768	0.095	
131.851	0.095	
132.038	0.095	
132.122	0.044	
132.309	0.095	
132.392	0.095	
132.580	0.145	
132.663	0.145	
132.830	0.196	
132.935	0.247	
133.102	0.298	
133.206	0.349	
133.373	0.349	
133.478	0.298	
133.645	0.247	
133.729	0.196	
133.918	0.145	
134.001	0.196	
134.190	0.196	
134.274	0.145	
134.463	0.145	
134.547	0.145	
134.736	0.095	
134.820	0.095	
135.009	0.095	
135.094	0.095	
135.262	0.095	
135.367	0.095	
135.536	0.044	
135.641	0.044	
135.810	0.044	
135.916	0.044	
136.085	0.044	
136.169	0.044	
136.359	0.044	
136.444	0.044	
136.634	0.044	
136.719	0.044	
136.910	0.044	
136.994	0.044	
137.185	0.044	
137.270	0.044	
137.461	0.044	
137.546	0.044	
137.737	0.044	
137.822	0.044	
137.992	0.044	
138.099	0.044	
138.269	0.095	
138.375	0.095	
138.546	0.095	
138.652	0.095	
138.823	0.044	
138.908	0.044	
139.101	0.044	
139.186	0.044	
139.378	0.044	
139.464	0.095	
139.656	0.095	
139.742	0.095	
139.935	0.095	
