Masse - Plot 0	Strom - Plot 0	
17,503	0,044	
17,652	0,044	
17,652	0,044	
17,793	0,044	
17,826	0,095	
17,935	0,095	
18,010	0,044	
18,110	0,044	
18,186	0,044	
18,262	0,044	
18,329	0,044	
18,439	0,095	
18,515	0,044	
18,583	0,044	
18,694	0,095	
18,728	0,095	
18,839	0,044	
18,882	0,095	
18,993	0,095	
19,028	0,044	
19,139	0,044	
19,174	0,044	
19,286	0,095	
19,468	0,044	
19,582	0,044	
19,625	0,095	
19,739	0,095	
19,809	0,044	
19,923	0,044	
20,002	0,044	
20,073	0,044	
20,188	0,044	
20,223	0,044	
20,339	0,044	
20,419	0,095	
20,490	0,095	
20,606	0,095	
20,651	0,095	
20,768	0,044	
20,840	0,095	
20,957	0,044	
21,038	0,044	
21,156	0,044	
21,228	0,044	
21,310	0,044	
21,383	0,095	
21,465	0,044	
21,547	0,044	
21,620	0,044	
21,740	0,044	
21,776	0,095	
21,896	0,095	
21,942	0,095	
22,053	0,095	
22,137	0,095	
22,220	0,095	
22,294	0,095	
22,416	0,095	
22,500	0,095	
22,574	0,095	
22,696	0,095	
22,781	0,095	
22,856	0,095	
22,979	0,095	
23,026	0,095	
23,140	0,044	
23,225	0,044	
23,311	0,095	
23,435	0,095	
23,511	0,095	
23,635	4,678	
23,722	66,503	
24,049	35,183	
24,136	7,835	
24,214	0,196	
24,301	0,044	
24,632	2,437	
24,721	6,817	
24,799	15,525	
24,887	19,345	
24,976	10,738	
25,055	3,609	
25,144	1,673	
25,223	0,145	
25,312	0,044	
25,401	0,044	
25,481	0,044	
25,610	35,438	
26,131	75,619	
26,212	8,192	
26,343	0,044	
26,384	0,044	
26,516	0,044	
26,566	1,266	
26,688	2,539	
26,739	7,173	
26,872	8,854	
26,913	4,882	
27,046	3,15	
27,087	1,317	
27,220	0,655	
27,262	0,044	
27,395	0,044	
27,447	0,044	
27,571	0,044	
27,623	0,095	
27,758	0,145	
27,799	0,349	
27,934	0,298	
27,976	0,298	
28,112	0,349	
28,154	0,4	
28,290	0,349	
28,332	0,247	
28,468	0,145	
28,521	0,044	
28,658	0,044	
28,742	0,044	
28,837	0,044	
28,922	0,044	
29,018	0,044	
29,113	0,044	
29,198	0,044	
29,294	0,044	
29,380	0,044	
29,476	0,044	
29,572	0,095	
29,658	0,095	
29,755	0,095	
29,841	0,095	
29,938	0,044	
30,035	0,044	
30,121	0,095	
30,219	0,095	
30,403	0,044	
30,490	0,095	
30,588	0,145	
30,686	0,145	
30,774	0,145	
30,872	0,196	
30,960	0,145	
31,059	0,095	
31,157	0,044	
31,433	0,044	
31,533	0,145	
31,632	0,298	
31,721	0,553	
31,821	0,655	
31,910	0,604	
32,010	0,502	
32,111	0,451	
32,200	0,298	
32,346	0,145	
32,390	0,095	
32,536	0,044	
32,593	0,095	
32,728	0,095	
32,784	0,095	
32,931	0,095	
32,976	0,095	
33,124	0,044	
33,169	0,044	
33,317	0,095	
33,362	0,044	
33,510	0,044	
33,567	0,095	
33,705	0,044	
33,808	0,095	
33,911	0,095	
34,003	0,095	
34,106	0,095	
34,198	0,095	
34,302	0,044	
34,406	0,095	
34,499	0,095	
34,603	0,145	
34,696	0,298	
34,800	0,349	
34,905	0,247	
34,998	0,145	
35,103	0,145	
35,197	0,095	
35,302	0,095	
35,407	0,095	
35,501	0,808	
35,607	2,794	
35,701	8,497	
35,807	16,442	
35,913	18,581	
36,008	9,822	
36,114	2,233	
36,209	0,858	
36,316	0,044	
36,423	0,044	
36,518	0,145	
36,625	0,247	
36,721	0,757	
36,828	0,909	
36,936	0,96	
37,032	0,502	
37,140	0,247	
37,236	0,145	
37,344	0,044	
37,453	0,451	
37,549	1,368	
37,658	2,845	
37,755	5,442	
37,864	6,257	
37,961	4,067	
38,071	1,673	
38,180	0,808	
38,278	0,451	
38,387	0,145	
38,485	0,095	
38,595	0,247	
38,705	0,451	
38,804	0,553	
38,914	0,502	
39,013	0,4	
39,123	0,298	
39,234	0,298	
39,333	0,145	
39,445	0,196	
39,544	0,349	
39,655	0,655	
39,767	0,96	
39,866	1,011	
39,979	0,757	
40,078	0,604	
40,191	0,451	
40,303	0,349	
40,403	0,095	
40,516	0,044	
40,843	0,145	
40,944	0,145	
41,057	0,145	
41,158	0,145	
41,272	0,145	
41,386	0,044	
41,488	0,044	
41,602	0,196	
41,704	0,349	
41,818	0,4	
41,933	0,4	
42,035	0,4	
42,150	0,349	
42,253	0,298	
42,368	0,145	
42,484	0,044	
42,587	0,095	
42,702	0,145	
42,805	0,196	
42,922	0,196	
43,025	0,196	
43,141	0,145	
43,258	0,145	
43,362	0,095	
43,479	0,095	
43,583	0,095	
43,700	0,095	
43,817	0,044	
43,921	0,044	
44,039	0,044	
44,144	0,044	
44,262	0,044	
44,380	0,044	
44,485	0,196	
44,603	0,044	
45,052	0,044	
45,171	0,095	
45,277	0,044	
45,396	0,044	
45,516	0,044	
45,622	0,044	
45,742	0,044	
45,849	0,044	
46,197	0,044	
46,317	0,044	
46,424	0,044	
46,545	0,044	
46,666	0,044	
46,774	0,044	
46,896	0,044	
47,004	0,044	
47,125	0,044	
47,247	0,044	
47,356	0,298	
47,478	1,368	
47,586	4,22	
47,709	9,923	
47,831	15,474	
47,941	14,049	
48,063	9,007	
48,173	3,201	
48,296	1,266	
48,406	0,655	
48,529	0,502	
48,653	1,011	
48,763	1,775	
48,887	2,132	
48,997	1,724	
49,121	0,96	
49,246	0,349	
49,356	0,808	
49,481	1,419	
49,592	2,743	
49,717	4,831	
49,842	6,766	
49,953	6,308	
50,079	3,965	
50,190	1,266	
50,316	0,604	
50,442	0,4	
50,554	0,196	
50,680	0,196	
50,793	0,349	
50,919	0,349	
51,046	0,196	
51,158	0,145	
51,285	0,145	
51,398	0,145	
51,525	0,145	
51,653	0,095	
51,766	0,145	
51,894	0,145	
52,008	0,095	
52,136	0,044	
52,264	0,044	
52,378	0,095	
52,506	0,095	
52,620	0,044	
52,749	0,044	
52,878	0,095	
52,993	0,044	
53,122	0,044	
53,237	0,044	
53,366	0,095	
53,496	0,044	
53,611	0,044	
53,741	0,095	
53,857	0,145	
53,987	0,095	
54,103	0,044	
54,234	0,044	
54,364	0,095	
54,481	0,095	
54,612	0,095	
54,728	0,095	
54,860	0,095	
54,991	0,044	
55,108	0,044	
55,240	0,044	
55,357	0,044	
55,489	0,095	
55,621	0,196	
55,739	0,298	
55,871	0,298	
55,989	0,196	
56,122	0,095	
56,255	0,095	
56,373	0,095	
56,506	0,095	
56,625	0,145	
56,759	0,095	
56,892	0,044	
57,533	0,044	
57,653	0,044	
57,788	0,095	
57,908	0,095	
58,043	0,044	
58,178	0,044	
58,298	0,044	
58,434	0,044	
58,554	0,044	
58,690	0,095	
58,826	0,095	
58,947	0,044	
59,083	0,095	
59,204	0,095	
59,341	0,145	
59,478	0,196	
59,599	0,451	
59,736	0,808	
59,858	1,215	
59,995	1,317	
60,118	1,011	
60,255	0,451	
60,393	0,145	
60,516	0,145	
60,654	0,145	
60,776	0,196	
60,915	0,247	
61,053	0,196	
61,177	0,095	
61,315	0,196	
61,439	0,196	
61,578	0,145	
61,717	0,145	
61,841	0,145	
61,981	0,145	
62,105	0,247	
62,245	1,368	
62,385	6,104	
62,509	13,183	
62,650	19,752	
62,774	25,456	
62,915	27,901	
63,056	25,762	
63,181	20,873	
63,322	16,544	
63,448	11,655	
63,589	6,766	
63,730	2,59	
63,856	1,011	
63,998	0,553	
64,124	0,4	
64,267	1,164	
64,409	3,507	
64,535	6,562	
64,678	9,363	
64,805	11,655	
64,948	12,419	
65,091	11,146	
65,218	8,956	
65,361	7,173	
65,489	5,034	
65,632	2,896	
65,776	1,164	
65,904	0,502	
66,048	0,349	
66,176	0,196	
66,321	0,145	
66,465	0,145	
66,594	0,145	
66,739	0,145	
66,867	0,145	
67,012	0,145	
67,142	0,145	
67,287	0,145	
67,433	0,196	
67,562	0,349	
67,708	0,553	
67,838	0,604	
67,984	0,553	
68,130	0,349	
68,260	0,196	
68,407	0,095	
68,537	0,044	
68,684	0,095	
68,831	0,095	
68,962	0,095	
69,110	0,095	
69,241	0,044	
69,388	0,044	
69,536	0,095	
69,668	0,145	
69,816	0,145	
69,948	0,145	
70,096	0,095	
70,245	0,044	
70,377	0,044	
70,526	0,145	
70,658	0,095	
70,807	0,044	
70,957	0,044	
71,090	0,044	
71,239	0,145	
71,372	0,298	
71,522	0,553	
71,672	1,164	
71,806	1,877	
71,956	2,233	
72,090	1,928	
72,241	1,419	
72,391	0,706	
72,526	0,349	
72,677	0,298	
72,811	0,349	
72,963	0,349	
73,114	0,349	
73,249	0,298	
73,401	0,247	
73,536	0,298	
73,688	0,4	
73,824	0,502	
73,976	0,553	
74,129	0,502	
74,265	0,451	
74,417	0,451	
74,554	0,451	
74,707	0,604	
74,860	0,655	
74,997	0,655	
75,150	0,655	
75,287	0,553	
75,441	0,553	
75,595	0,451	
75,732	0,298	
75,887	0,196	
76,024	0,095	
76,179	0,095	
76,334	0,145	
76,471	0,247	
76,627	0,298	
76,765	0,349	
76,920	0,349	
77,076	0,349	
77,214	0,349	
77,370	0,298	
77,509	0,349	
77,665	0,298	
77,822	0,247	
77,961	0,196	
78,117	0,196	
78,257	0,247	
78,414	0,298	
78,571	0,247	
78,711	0,196	
78,868	0,145	
79,008	0,145	
79,166	0,095	
79,324	0,145	
79,464	0,196	
79,622	0,4	
79,763	0,655	
79,922	0,706	
79,992	0,502	
80,221	0,349	
80,292	0,145	
80,451	0,145	
80,610	0,145	
80,752	0,145	
80,911	0,145	
81,053	0,095	
81,213	0,145	
81,373	0,145	
81,515	0,247	
81,675	0,349	
81,818	0,4	
81,978	0,451	
82,139	0,349	
82,282	0,247	
82,443	0,145	
82,586	0,095	
82,747	0,044	
82,909	0,044	
83,052	0,044	
83,214	0,044	
83,358	0,095	
83,520	0,095	
83,682	0,196	
83,826	0,196	
83,989	0,349	
84,133	0,298	
84,296	0,247	
84,441	0,145	
84,604	0,095	
84,767	0,095	
84,913	0,095	
85,076	0,044	
85,222	0,044	
85,385	0,044	
85,549	0,044	
85,695	0,044	
85,859	0,044	
86,006	0,095	
86,170	0,145	
86,243	0,502	
86,481	0,706	
86,573	1,317	
86,720	1,622	
86,885	2,081	
87,032	2,386	
87,198	2,284	
87,363	2,03	
87,511	1,724	
87,677	1,47	
87,824	0,96	
87,991	0,604	
88,139	0,553	
88,305	0,858	
88,472	1,419	
88,620	2,03	
88,787	2,539	
88,936	3,048	
89,103	3,201	
89,271	3,048	
89,420	2,59	
89,588	2,183	
89,737	1,826	
89,905	1,368	
90,073	0,808	
90,223	0,553	
90,391	0,553	
90,541	0,757	
90,710	0,858	
90,879	0,96	
91,030	1,062	
91,199	1,011	
91,350	0,96	
91,519	0,858	
91,689	0,706	
91,840	0,604	
92,010	0,451	
92,161	0,298	
92,332	0,196	
92,502	0,095	
92,977	0,044	
93,319	0,044	
93,471	0,044	
93,643	0,095	
93,795	0,145	
93,967	0,145	
94,139	0,145	
94,292	0,196	
94,465	0,196	
94,618	0,145	
94,790	0,044	
94,963	0,044	
95,117	0,095	
95,290	0,095	
95,444	0,095	
95,617	0,145	
95,694	0,349	
95,945	0,349	
96,022	0,451	
96,274	0,451	
96,370	0,349	
96,525	0,349	
96,699	0,247	
96,855	0,145	
97,029	0,145	
97,107	0,145	
97,359	0,145	
97,437	0,095	
97,612	0,145	
97,690	0,145	
97,866	0,044	
97,944	0,145	
98,119	0,145	
98,275	0,095	
98,451	0,145	
98,627	0,044	
98,784	0,095	
99,117	0,044	
99,294	0,044	
99,471	0,044	
99,628	0,044	
99,805	0,044	
100,140	0,044	
100,219	0,044	
100,476	0,095	
100,555	0,044	
100,733	0,095	
100,812	0,095	
100,990	0,095	
101,069	0,145	
101,248	0,095	
101,327	0,145	
101,585	0,095	
101,664	0,095	
101,843	0,145	
102,022	0,095	
102,182	0,044	
102,361	0,095	
102,441	0,145	
102,620	0,095	
102,700	0,145	
102,960	0,044	
103,040	0,095	
103,300	0,095	
103,380	0,095	
103,561	0,145	
103,741	0,095	
103,902	0,145	
104,083	0,145	
104,244	0,095	
104,425	0,145	
104,586	0,095	
104,768	0,145	
104,848	0,095	
105,111	0,145	
105,212	0,145	
105,454	0,095	
105,556	0,095	
105,718	0,145	
105,900	0,145	
105,981	0,145	
106,164	0,145	
106,245	0,095	
106,428	0,145	
106,509	0,145	
106,693	0,145	
106,774	0,044	
106,957	0,095	
107,039	0,145	
107,304	0,145	
107,386	0,095	
107,570	0,145	
107,733	0,145	
107,917	0,196	
107,999	0,145	
108,184	0,247	
108,266	0,145	
108,532	0,145	
108,614	0,044	
108,882	0,095	
108,964	0,095	
109,149	0,044	
109,232	0,044	
109,417	0,095	
109,582	0,044	
109,768	0,044	
109,850	0,044	
110,036	0,044	
110,119	0,145	
110,305	0,095	
110,388	0,095	
110,657	0,095	
110,740	0,095	
110,927	0,145	
111,010	0,145	
111,197	0,145	
111,363	0,145	
111,550	0,145	
111,634	0,145	
111,821	0,095	
111,905	0,145	
112,092	0,095	
112,176	0,095	
112,364	0,095	
112,447	0,044	
112,635	0,044	
112,719	0,095	
112,886	0,095	
113,075	0,145	
113,159	0,145	
113,348	0,145	
113,432	0,095	
113,621	0,145	
113,705	0,145	
113,894	0,145	
113,978	0,145	
114,252	0,196	
114,252	0,196	
114,526	0,247	
114,610	0,247	
114,884	0,247	
114,969	0,298	
115,159	0,298	
115,244	0,349	
115,519	0,298	
115,604	0,298	
115,794	0,298	
115,985	0,247	
116,155	0,247	
116,346	0,298	
116,431	0,247	
116,708	0,247	
116,793	0,196	
117,070	0,196	
117,156	0,196	
117,348	0,145	
117,433	0,196	
117,625	0,196	
117,711	0,145	
117,903	0,196	
117,989	0,145	
118,182	0,145	
118,267	0,196	
118,460	0,145	
118,546	0,145	
118,739	0,145	
118,825	0,095	
118,997	0,095	
119,105	0,095	
119,277	0,095	
119,384	0,095	
119,557	0,145	
119,664	0,095	
119,837	0,145	
119,923	0,095	
120,118	0,145	
120,204	0,145	
120,399	0,145	
120,485	0,145	
120,680	0,145	
120,766	0,145	
120,961	0,145	
121,048	0,145	
121,243	0,095	
121,330	0,145	
121,504	0,145	
121,612	0,095	
121,786	0,095	
121,895	0,044	
122,069	0,095	
122,178	0,044	
122,440	0,095	
122,636	0,095	
122,723	0,044	
122,920	0,044	
123,007	0,095	
123,204	0,196	
123,292	0,095	
123,489	0,095	
123,576	0,044	
124,608	0,044	
124,718	0,044	
124,894	0,044	
125,004	0,044	
125,181	0,145	
125,269	0,196	
125,467	0,298	
125,556	0,451	
125,755	0,502	
125,843	0,604	
126,042	0,604	
126,130	0,655	
126,330	0,706	
126,418	0,757	
126,618	0,757	
126,707	0,706	
126,884	0,655	
126,995	0,655	
127,173	0,655	
127,284	0,655	
127,462	0,706	
127,573	0,706	
127,751	0,757	
127,840	0,858	
128,041	0,808	
128,130	0,757	
128,331	0,706	
128,420	0,757	
128,621	0,808	
128,711	0,757	
128,912	0,706	
129,002	0,706	
129,203	0,655	
129,293	0,502	
129,495	0,502	
129,584	0,502	
129,764	0,553	
129,876	0,4	
130,056	0,349	
130,168	0,298	
130,348	0,298	
130,461	0,298	
130,641	0,349	
130,731	0,247	
130,934	0,196	
131,024	0,196	
131,227	0,196	
131,317	0,196	
131,521	0,196	
131,611	0,145	
131,815	0,145	
131,905	0,095	
132,109	0,145	
132,200	0,095	
132,381	0,145	
132,494	0,145	
132,676	0,196	
132,789	0,247	
132,971	0,298	
133,085	0,349	
133,267	0,349	
133,358	0,4	
133,563	0,349	
133,654	0,298	
133,859	0,247	
133,950	0,196	
134,155	0,196	
134,247	0,145	
134,452	0,145	
134,544	0,145	
134,749	0,095	
134,841	0,095	
135,047	0,044	
135,139	0,095	
135,322	0,044	
135,437	0,044	
135,620	0,044	
135,735	0,044	
135,919	0,044	
136,011	0,044	
136,218	0,044	
136,310	0,095	
136,517	0,196	
136,609	0,196	
136,816	0,145	
136,908	0,145	
137,116	0,145	
137,208	0,044	
137,416	0,044	
137,509	0,044	
137,717	0,044	
138,411	0,044	
138,597	0,095	
138,713	0,095	
138,899	0,095	
138,991	0,044	
139,201	0,095	
139,294	0,044	
139,503	0,044	
139,596	0,095	
139,806	0,044	
139,899	0,095	
